"資料集提供機關","資料集名稱","瀏覽次數","下載次數","資料集評分"
"臺灣高等法院檢察署","臺灣屏東地方法院檢察署年度法定預算(按年)","573","51",""
"臺灣高等法院檢察署","臺灣屏東地方法院檢察署年度預算案(按年)","677","56",""
"臺灣高等法院檢察署","臺灣臺南地方法院檢察署年度預算案(按年)","696","49",""
"經濟部國營事業委員會","經濟部國營事業委員會預算","850","74",""
"衛生福利部國民健康署","國民健康署104年公務法定預算","1407","86",""
"財政部國庫署","財政部國庫署104年度單位預算書","840","35",""
"財政部國庫署","財政部國庫署104年度單位預算案","784","59",""
"財政部國庫署","行政院公營事業民營化基金104年度預算案","758","38",""
"財政部國庫署","中央政府債務基金104年度附屬單位預算案","1037","34",""
"財政部國庫署","地方建設基金104年度附屬單位預算案","876","43",""
"科技部","科技部單位預算及科發基金附屬單位預算表(預算案)","2031","138",""
"科技部","科技部單位預算及科發基金附屬單位預算表(法定預算)","2037","139",""
"臺灣高等法院檢察署","臺灣高雄地方法院檢察署年度預算案(按年)","676","51",""
"國立海洋科技博物館","104年度國立海洋科技博物館法定預算","842","46",""
"臺灣高雄少年及家事法院","臺灣高雄少年及家事法院104年度單位預算案及單位預算","863","90",""
"臺灣高等法院檢察署","臺灣苗栗地方法院檢察署年度法定預算(按年)","801","45",""
"原住民族委員會","原住民族綜合發展基金104年度附屬單位預算案","813","34",""
"財政部中區國稅局","財政部中區國稅局預算案","1299","242",""
"財政部北區國稅局","財政部北區國稅局單位決算書","1150","127","3.33333320618"
"財政部關務署","財政部關務署及所屬104年度單位預算案","934","48",""
"臺灣高等法院檢察署","臺灣苗栗地方法院檢察署年度預算案(按年)","756","63","3.0"
"衛生福利部會計處","104年度醫療藥品基金附屬單位預算案-收支預算表","884","59",""
"臺灣新北地方法院","104年度臺灣新北地方法院法定預算","874","97",""
"財政部北區國稅局","財政部北區國稅局國稅統計年報(近3年度)","899","90",""
"衛生福利部會計處","104年度醫療藥品基金附屬單位預算案 -收支預算表","897","51",""
"衛生福利部會計處","104年度醫療藥品基金附屬單位預算案 -餘絀預計表","887","44",""
"衛生福利部會計處","104年度醫療藥品基金附屬單位預算案 -現金流量預計表","915","80","5.0"
"內政部建築研究所","內政部建築研究所年度法定預算","975","140",""
"國家圖書館","104年度國家圖書館單位預算","1146","56",""
"臺灣臺北地方法院","臺灣臺北地方法院104年度預算案及法定預算","872","55",""
"財政部中區國稅局","財政部中區國稅局及所屬單位決算","1578","123",""
"臺灣新北地方法院","104年度臺灣新北地方法院預算案","1149","30",""
"財政部中區國稅局","財政部中區國稅局國稅統計年報(近3年度) ","950","110",""
"國立科學工藝博物館","國立科學工藝博物館104年度法定預算","1059","123","4.0"
"行政院農業委員會","104年度行政院農業委員會林務局預算案","1239","120",""
"司法院","司法院104年度法定預算","1799","126",""
"司法院","司法院104年度預算案","2847","873",""
"交通部","104年度交通部單位預算 (法定預算)","2053","139",""
"勞動部勞動及職業安全衛生研究所","勞動部勞動及職業安全衛生研究所104年度單位預算","891","53",""
"國立教育廣播電臺","國立教育廣播電臺預算案","959","84",""
"國立教育廣播電臺","國立教育廣播電臺法定預算","1064","62",""
"行政院環境保護署","行政院環境保護署主管預算","875","39",""
"衛生福利部社會及家庭署","104年度社會福利基金附屬單位預算案","654","84",""
"僑務委員會","僑務委員會歷年預算書","1345","132","3.0"
"行政院海岸巡防署","行政院海岸巡防署104年度預算案","1015","46",""
"行政院海岸巡防署","行政院海岸巡防署104年度法定預算","1156","49",""
"行政院海岸巡防署","行政院海岸巡防署海洋巡防總局預算案","973","59",""
"行政院海岸巡防署","行政院海岸巡防署海洋巡防總局104年度法定預算","919","77",""
"行政院海岸巡防署","行政院海岸巡防署海岸巡防總局及所屬104年度法定預算","1050","94",""
"僑務委員會","僑務委員會辦理國家賠償事件收結統計","1133","245",""
"行政院海岸巡防署","行政院海岸巡防署海岸巡防總局及所屬104年度預算案","1234","64",""
"衛生福利部中央健康保險署","103年中醫總額專業醫療服務品質指標統計報表-季報","1148","98",""
"衛生福利部中央健康保險署","102年中醫總額專業醫療服務品質指標統計報表-年報","626","26",""
"衛生福利部中央健康保險署","102年中醫總額專業醫療服務品質指標統計報表-季報","531","24",""
"衛生福利部中央健康保險署","101年中醫總額專業醫療服務品質指標統計報表-年報","953","16",""
"衛生福利部中央健康保險署","101年中醫總額專業醫療服務品質指標統計報表-季報","756","19",""
"衛生福利部中央健康保險署","100年中醫總額專業醫療服務品質指標統計報表-年報","703","18",""
"衛生福利部中央健康保險署","100年中醫總額專業醫療服務品質指標統計報表-季報","633","22",""
"衛生福利部中央健康保險署","99年中醫總額專業醫療服務品質指標統計報表-年報","706","20",""
"衛生福利部中央健康保險署","99年中醫總額專業醫療服務品質指標統計報表-季報","602","38",""
"衛生福利部中央健康保險署","98年中醫總額專業醫療服務品質指標統計報表-年報","596","17",""
"衛生福利部中央健康保險署","98年中醫總額專業醫療服務品質指標統計報表-季報","673","62",""
"衛生福利部中央健康保險署","97年中醫總額專業醫療服務品質指標統計報表-年報","643","16",""
"衛生福利部中央健康保險署","97年中醫總額專業醫療服務品質指標統計報表-季報","767","35",""
"衛生福利部中央健康保險署","96年中醫總額專業醫療服務品質指標統計報表-年報","935","18",""
"衛生福利部中央健康保險署","96年中醫總額專業醫療服務品質指標統計報表-季報","872","21",""
"衛生福利部中央健康保險署","95年中醫總額專業醫療服務品質指標統計報表-年報","969","22",""
"衛生福利部中央健康保險署","95年中醫總額專業醫療服務品質指標統計報表-季報","817","39",""
"衛生福利部中央健康保險署","94年中醫總額專業醫療服務品質指標統計報表-年報","1012","15",""
"衛生福利部中央健康保險署","94年中醫總額專業醫療服務品質指標統計報表-季報","913","27",""
"衛生福利部中央健康保險署","93年中醫總額專業醫療服務品質指標統計報表-年報","575","20",""
"衛生福利部中央健康保險署","93年中醫總額專業醫療服務品質指標統計報表-季報","853","20",""
"財政部高雄國稅局","財政部高雄國稅局法定預算","911","78",""
"交通部臺灣鐵路管理局","旅客運行李包裹部分運費雜費表","1265","123",""
"交通部臺灣鐵路管理局","貨物運價及雜費表","1082","124",""
"交通部臺灣鐵路管理局","貨物分等表","1272","123",""
"財政部臺北國稅局","財政部臺北國稅局國稅統計年報(近3年度)","1385","134",""
"臺灣臺東地方法院","臺灣臺東地方法院104年度單位預算案","1017","38",""
"財政部臺北國稅局"," 財政部臺北國稅局預算案","957","119","2.5"
"財政部臺北國稅局","財政部臺北國稅局單位決算","1081","131","5.0"
"審計部","審計部法定預算","974","178",""
"審計部","審計部臺北市審計處法定預算","1160","104",""
"審計部","審計部新北市審計處法定預算","1352","109","2.0"
"審計部","審計部桃園市審計處法定預算","1457","115",""
"審計部","審計部臺中市審計處法定預算","1134","74",""
"審計部","審計部臺南市審計處法定預算","875","48",""
"審計部","審計部高雄市審計處法定預算","1168","83",""
"臺灣高等法院檢察署","臺灣士林地方法院檢察署年度法定預算(按年)","629","32",""
"臺灣高等法院檢察署","臺灣士林地方法院檢察署年度預算案(按年)","1084","54",""
"財政部北區國稅局","財政部北區國稅局預算案","995","106",""
"交通部中央氣象局","地震報告之歷史資料","1667","891",""
"經濟部","經濟部中部辦公室法定預算","1388","125",""
"經濟部","經濟部中部辦公室預算","1728","129","5.0"
"財政部南區國稅局","財政部南區國稅局及所屬單位決算","1341","139",""
"財政部南區國稅局","財政部南區國稅局預算案","1317","160","5.0"
"財政部南區國稅局","財政部南區國稅局國稅統計年報(近3年度)","981","95",""
"臺灣高等法院檢察署","臺灣澎湖地方法院檢察署年度法定預算(按年)","499","34",""
"臺灣高等法院檢察署","臺灣澎湖地方法院檢察署年度預算案(按年)","835","57",""
"財政部北區國稅局","財政部北區國稅局最近5年度國家賠償事件處理情形統計表","1328","67",""
"公務人員保障暨培訓委員會","公務人員保障暨培訓委員會104年度預算案","1002","62",""
"台灣電力股份有限公司","經濟部主管核能發電後端營運基金預算案主要表","1027","152",""
"公務人員保障暨培訓委員會","公務人員保障暨培訓委員會104年度法定預算","1204","63",""
